timestep_time,vehicle_angle,vehicle_id,vehicle_lane,vehicle_pos,vehicle_slope,vehicle_speed,vehicle_type,vehicle_x,vehicle_y
83.67,302.11,veh13,241179293#3_0,54.64,0.00,13.69,veh_passenger,905.46,711.45
83.67,307.05,veh8,241179293#3_0,87.57,0.00,9.00,veh_passenger,878.46,730.24
83.68,55.80,veh12,217102121_0,0.88,0.00,9.94,veh_passenger,1111.28,640.66
83.68,302.11,veh13,241179293#3_0,54.78,0.00,13.67,veh_passenger,905.35,711.52
83.68,307.05,veh8,241179293#3_0,87.66,0.00,8.96,veh_passenger,878.38,730.29
83.69,55.68,veh12,217102121_0,0.98,0.00,9.96,veh_passenger,1111.36,640.73
83.69,302.11,veh13,241179293#3_0,54.91,0.00,13.63,veh_passenger,905.23,711.59
83.69,307.05,veh8,241179293#3_0,87.75,0.00,8.94,veh_passenger,878.31,730.35
83.70,55.57,veh12,217102121_0,1.08,0.00,9.99,veh_passenger,1111.43,640.79
83.70,302.11,veh13,241179293#3_0,55.05,0.00,13.61,veh_passenger,905.12,711.67
83.70,307.05,veh8,241179293#3_0,87.84,0.00,8.91,veh_passenger,878.24,730.40
83.71,55.46,veh12,217102121_0,1.18,0.00,10.00,veh_passenger,1111.51,640.85
83.71,302.11,veh13,241179293#3_0,55.19,0.00,13.59,veh_passenger,905.00,711.74
83.71,307.05,veh8,241179293#3_0,87.93,0.00,8.87,veh_passenger,878.17,730.45
83.72,55.35,veh12,217102121_0,1.28,0.00,10.02,veh_passenger,1111.59,640.91
83.72,302.11,veh13,241179293#3_0,55.32,0.00,13.56,veh_passenger,904.89,711.81
83.72,307.05,veh8,241179293#3_0,88.01,0.00,8.84,veh_passenger,878.10,730.51
83.73,55.24,veh12,217102121_0,1.38,0.00,10.04,veh_passenger,1111.67,640.98
83.73,302.11,veh13,241179293#3_0,55.46,0.00,13.53,veh_passenger,904.77,711.88
83.73,307.05,veh8,241179293#3_0,88.10,0.00,8.82,veh_passenger,878.03,730.56
83.74,55.12,veh12,217102121_0,1.48,0.00,10.05,veh_passenger,1111.75,641.04
83.74,302.11,veh13,241179293#3_0,55.59,0.00,13.51,veh_passenger,904.66,711.96
83.74,307.05,veh8,241179293#3_0,88.19,0.00,8.79,veh_passenger,877.96,730.61
83.75,55.01,veh12,217102121_0,1.59,0.00,10.07,veh_passenger,1111.83,641.10
83.75,302.11,veh13,241179293#3_0,55.73,0.00,13.48,veh_passenger,904.54,712.03
83.75,307.05,veh8,241179293#3_0,88.28,0.00,8.75,veh_passenger,877.89,730.67
83.76,54.90,veh12,217102121_0,1.69,0.00,10.09,veh_passenger,1111.90,641.17
83.76,302.11,veh13,241179293#3_0,55.86,0.00,13.45,veh_passenger,904.43,712.10
83.76,307.05,veh8,241179293#3_0,88.37,0.00,8.72,veh_passenger,877.82,730.72
83.77,54.79,veh12,217102121_0,1.79,0.00,10.11,veh_passenger,1111.98,641.23
83.77,302.11,veh13,241179293#3_0,56.00,0.00,13.43,veh_passenger,904.32,712.17
83.77,307.05,veh8,241179293#3_0,88.45,0.00,8.70,veh_passenger,877.75,730.77
83.78,54.67,veh12,217102121_0,1.89,0.00,10.14,veh_passenger,1112.06,641.29
83.78,302.11,veh13,241179293#3_0,56.13,0.00,13.40,veh_passenger,904.20,712.24
83.78,307.05,veh8,241179293#3_0,88.54,0.00,8.66,veh_passenger,877.68,730.82
83.79,54.56,veh12,217102121_0,1.99,0.00,10.16,veh_passenger,1112.14,641.36
83.79,302.11,veh13,241179293#3_0,56.26,0.00,13.38,veh_passenger,904.09,712.31
83.79,307.05,veh8,241179293#3_0,88.63,0.00,8.64,veh_passenger,877.61,730.88
83.80,54.45,veh12,217102121_0,2.09,0.00,10.18,veh_passenger,1112.22,641.42
83.80,302.11,veh13,241179293#3_0,56.40,0.00,13.35,veh_passenger,903.98,712.38
83.80,307.05,veh8,241179293#3_0,88.71,0.00,8.61,veh_passenger,877.54,730.93
83.81,54.33,veh12,217102121_0,2.19,0.00,10.19,veh_passenger,1112.30,641.48
83.81,302.11,veh13,241179293#3_0,56.53,0.00,13.33,veh_passenger,903.86,712.45
83.81,307.05,veh8,241179293#3_0,88.80,0.00,8.57,veh_passenger,877.48,730.98
83.82,54.22,veh12,217102121_0,2.30,0.00,10.22,veh_passenger,1112.38,641.55
83.82,302.11,veh13,241179293#3_0,56.66,0.00,13.29,veh_passenger,903.75,712.52
83.82,307.05,veh8,241179293#3_0,88.88,0.00,8.55,veh_passenger,877.41,731.03
83.83,54.10,veh12,217102121_0,2.40,0.00,10.23,veh_passenger,1112.46,641.61
83.83,302.11,veh13,241179293#3_0,56.80,0.00,13.27,veh_passenger,903.64,712.60
83.83,307.05,veh8,241179293#3_0,88.97,0.00,8.51,veh_passenger,877.34,731.08
83.84,53.99,veh12,217102121_0,2.50,0.00,10.25,veh_passenger,1112.54,641.68
83.84,302.11,veh13,241179293#3_0,56.93,0.00,13.24,veh_passenger,903.53,712.67
83.84,307.05,veh8,241179293#3_0,89.05,0.00,8.49,veh_passenger,877.27,731.13
83.85,53.87,veh12,217102121_0,2.60,0.00,10.27,veh_passenger,1112.62,641.74
83.85,302.11,veh13,241179293#3_0,57.06,0.00,13.22,veh_passenger,903.41,712.74
83.85,307.05,veh8,241179293#3_0,89.14,0.00,8.46,veh_passenger,877.20,731.18
83.86,53.76,veh12,217102121_0,2.71,0.00,10.30,veh_passenger,1112.70,641.81
83.86,302.11,veh13,241179293#3_0,57.19,0.00,13.19,veh_passenger,903.30,712.81
83.86,307.05,veh8,241179293#3_0,89.22,0.00,8.43,veh_passenger,877.14,731.23
83.87,53.64,veh12,217102121_0,2.81,0.00,10.31,veh_passenger,1112.78,641.87
83.87,302.11,veh13,241179293#3_0,57.32,0.00,13.17,veh_passenger,903.19,712.88
83.87,307.05,veh8,241179293#3_0,89.31,0.00,8.40,veh_passenger,877.07,731.29
83.88,53.53,veh12,217102121_0,2.91,0.00,10.33,veh_passenger,1112.86,641.94
83.88,302.11,veh13,241179293#3_0,57.46,0.00,13.13,veh_passenger,903.08,712.95
83.88,307.05,veh8,241179293#3_0,89.39,0.00,8.36,veh_passenger,877.00,731.34
83.89,53.41,veh12,217102121_0,3.02,0.00,10.35,veh_passenger,1112.94,642.00
83.89,302.11,veh13,241179293#3_0,57.59,0.00,13.11,veh_passenger,902.97,713.02
83.89,307.05,veh8,241179293#3_0,89.47,0.00,8.34,veh_passenger,876.94,731.39
83.90,53.30,veh12,217102121_0,3.12,0.00,10.37,veh_passenger,1113.02,642.07
83.90,302.11,veh13,241179293#3_0,57.72,0.00,13.09,veh_passenger,902.86,713.08
83.90,307.05,veh8,241179293#3_0,89.56,0.00,8.32,veh_passenger,876.87,731.44
83.91,53.18,veh12,217102121_0,3.22,0.00,10.38,veh_passenger,1113.10,642.13
83.91,302.11,veh13,241179293#3_0,57.85,0.00,13.06,veh_passenger,902.75,713.15
83.91,307.05,veh8,241179293#3_0,89.64,0.00,8.28,veh_passenger,876.80,731.49
83.92,53.06,veh12,217102121_0,3.33,0.00,10.41,veh_passenger,1113.18,642.20
83.92,302.11,veh13,241179293#3_0,57.98,0.00,13.03,veh_passenger,902.64,713.22
83.92,307.05,veh8,241179293#3_0,89.72,0.00,8.26,veh_passenger,876.74,731.54
83.93,52.95,veh12,217102121_0,3.43,0.00,10.43,veh_passenger,1113.27,642.26
83.93,302.11,veh13,241179293#3_0,58.11,0.00,13.01,veh_passenger,902.53,713.29
83.93,307.05,veh8,241179293#3_0,89.80,0.00,8.22,veh_passenger,876.67,731.59
83.94,52.83,veh12,217102121_0,3.54,0.00,10.45,veh_passenger,1113.35,642.33
83.94,302.11,veh13,241179293#3_0,58.24,0.00,12.99,veh_passenger,902.42,713.36
83.94,307.05,veh8,241179293#3_0,89.89,0.00,8.19,veh_passenger,876.61,731.63
83.95,52.71,veh12,217102121_0,3.64,0.00,10.47,veh_passenger,1113.43,642.39
83.95,302.11,veh13,241179293#3_0,58.37,0.00,12.95,veh_passenger,902.31,713.43
83.95,307.05,veh8,241179293#3_0,89.97,0.00,8.17,veh_passenger,876.54,731.68
83.96,52.60,veh12,217102121_0,3.75,0.00,10.49,veh_passenger,1113.51,642.46
83.96,302.11,veh13,241179293#3_0,58.50,0.00,12.94,veh_passenger,902.20,713.50
83.96,307.05,veh8,241179293#3_0,90.05,0.00,8.14,veh_passenger,876.48,731.73
83.97,52.48,veh12,217102121_0,3.85,0.00,10.50,veh_passenger,1113.59,642.52
83.97,302.11,veh13,241179293#3_0,58.63,0.00,12.90,veh_passenger,902.09,713.57
83.97,307.05,veh8,241179293#3_0,90.13,0.00,8.11,veh_passenger,876.41,731.78
83.98,52.36,veh12,217102121_0,3.96,0.00,10.52,veh_passenger,1113.67,642.59
83.98,302.11,veh13,241179293#3_0,58.76,0.00,12.88,veh_passenger,901.98,713.64
83.98,307.05,veh8,241179293#3_0,90.21,0.00,8.08,veh_passenger,876.35,731.83
83.99,52.24,veh12,217102121_0,4.06,0.00,10.54,veh_passenger,1113.76,642.66
83.99,302.11,veh13,241179293#3_0,58.88,0.00,12.86,veh_passenger,901.87,713.70
83.99,307.05,veh8,241179293#3_0,90.29,0.00,8.05,veh_passenger,876.28,731.88
84.00,52.12,veh12,217102121_0,4.17,0.00,10.56,veh_passenger,1113.84,642.72
84.00,302.11,veh13,241179293#3_0,59.01,0.00,12.83,veh_passenger,901.76,713.77
84.00,307.05,veh8,241179293#3_0,90.37,0.00,8.02,veh_passenger,876.22,731.93
84.01,52.01,veh12,217102121_0,4.27,0.00,10.58,veh_passenger,1113.92,642.79
84.01,302.11,veh13,241179293#3_0,59.14,0.00,12.80,veh_passenger,901.65,713.84
84.01,307.05,veh8,241179293#3_0,90.45,0.00,7.99,veh_passenger,876.16,731.98
84.02,51.89,veh12,217102121_0,4.38,0.00,10.61,veh_passenger,1114.00,642.85
84.02,302.11,veh13,241179293#3_0,59.27,0.00,12.77,veh_passenger,901.54,713.91
84.02,307.05,veh8,241179293#3_0,90.53,0.00,7.97,veh_passenger,876.09,732.02
84.03,51.77,veh12,217102121_0,4.49,0.00,10.63,veh_passenger,1114.09,642.92
84.03,302.11,veh13,241179293#3_0,59.40,0.00,12.75,veh_passenger,901.44,713.98
84.03,307.05,veh8,241179293#3_0,90.61,0.00,7.93,veh_passenger,876.03,732.07
84.04,51.65,veh12,217102121_0,4.59,0.00,10.65,veh_passenger,1114.17,642.99
84.04,302.11,veh13,241179293#3_0,59.52,0.00,12.72,veh_passenger,901.33,714.04
84.04,307.05,veh8,241179293#3_0,90.69,0.00,7.90,veh_passenger,875.97,732.12
84.05,51.53,veh12,217102121_0,4.70,0.00,10.67,veh_passenger,1114.25,643.06
84.05,302.11,veh13,241179293#3_0,59.65,0.00,12.70,veh_passenger,901.22,714.11
84.05,307.05,veh8,241179293#3_0,90.77,0.00,7.87,veh_passenger,875.90,732.17
84.06,51.41,veh12,217102121_0,4.81,0.00,10.69,veh_passenger,1114.34,643.12
84.06,302.11,veh13,241179293#3_0,59.78,0.00,12.67,veh_passenger,901.11,714.18
84.06,307.05,veh8,241179293#3_0,90.85,0.00,7.85,veh_passenger,875.84,732.21
84.07,51.29,veh12,217102121_0,4.91,0.00,10.71,veh_passenger,1114.42,643.19
84.07,302.11,veh13,241179293#3_0,59.90,0.00,12.64,veh_passenger,901.01,714.25
84.07,307.05,veh8,241179293#3_0,90.92,0.00,7.82,veh_passenger,875.78,732.26
84.08,51.20,veh12,217102121_0,5.02,0.00,10.73,veh_passenger,1114.50,643.26
84.08,302.11,veh13,241179293#3_0,60.03,0.00,12.63,veh_passenger,900.90,714.31
84.08,307.05,veh8,241179293#3_0,91.00,0.00,7.79,veh_passenger,875.72,732.31
84.09,51.20,veh12,217102121_0,5.13,0.00,10.75,veh_passenger,1114.59,643.32
84.09,302.11,veh13,241179293#3_0,60.15,0.00,12.59,veh_passenger,900.79,714.38
84.09,307.05,veh8,241179293#3_0,91.08,0.00,7.76,veh_passenger,875.65,732.35
84.10,51.20,veh12,217102121_0,5.24,0.00,10.77,veh_passenger,1114.67,643.39
84.10,302.11,veh13,241179293#3_0,60.28,0.00,12.56,veh_passenger,900.69,714.45
84.10,307.05,veh8,241179293#3_0,91.16,0.00,7.74,veh_passenger,875.59,732.40
84.11,51.20,veh12,217102121_0,5.34,0.00,10.78,veh_passenger,1114.75,643.46
84.11,302.11,veh13,241179293#3_0,60.41,0.00,12.55,veh_passenger,900.58,714.51
84.11,307.05,veh8,241179293#3_0,91.23,0.00,7.70,veh_passenger,875.53,732.45
84.12,51.20,veh12,217102121_0,5.45,0.00,10.80,veh_passenger,1114.84,643.53
84.12,302.11,veh13,241179293#3_0,60.53,0.00,12.52,veh_passenger,900.47,714.58
84.12,307.05,veh8,241179293#3_0,91.31,0.00,7.67,veh_passenger,875.47,732.49
84.13,51.20,veh12,217102121_0,5.56,0.00,10.82,veh_passenger,1114.92,643.59
84.13,302.11,veh13,241179293#3_0,60.66,0.00,12.49,veh_passenger,900.37,714.65
84.13,307.05,veh8,241179293#3_0,91.39,0.00,7.65,veh_passenger,875.41,732.54
84.14,51.20,veh12,217102121_0,5.67,0.00,10.84,veh_passenger,1115.01,643.66
84.14,302.11,veh13,241179293#3_0,60.78,0.00,12.46,veh_passenger,900.26,714.71
84.14,307.05,veh8,241179293#3_0,91.46,0.00,7.62,veh_passenger,875.35,732.59
84.15,51.20,veh12,217102121_0,5.78,0.00,10.86,veh_passenger,1115.09,643.73
84.15,302.11,veh13,241179293#3_0,60.90,0.00,12.44,veh_passenger,900.16,714.78
84.15,307.05,veh8,241179293#3_0,91.54,0.00,7.59,veh_passenger,875.29,732.63
84.16,51.20,veh12,217102121_0,5.89,0.00,10.87,veh_passenger,1115.18,643.80
84.16,302.11,veh13,241179293#3_0,61.03,0.00,12.41,veh_passenger,900.05,714.85
84.16,307.05,veh8,241179293#3_0,91.62,0.00,7.56,veh_passenger,875.23,732.68
84.17,51.20,veh12,217102121_0,5.99,0.00,10.89,veh_passenger,1115.26,643.87
84.17,302.11,veh13,241179293#3_0,61.15,0.00,12.39,veh_passenger,899.95,714.91
84.17,307.05,veh8,241179293#3_0,91.69,0.00,7.54,veh_passenger,875.17,732.72
84.18,51.20,veh12,217102121_0,6.10,0.00,10.91,veh_passenger,1115.35,643.93
84.18,302.11,veh13,241179293#3_0,61.28,0.00,12.37,veh_passenger,899.84,714.98
84.18,307.05,veh8,241179293#3_0,91.77,0.00,7.51,veh_passenger,875.11,732.77
84.19,51.20,veh12,217102121_0,6.21,0.00,10.93,veh_passenger,1115.43,644.00
84.19,302.11,veh13,241179293#3_0,61.40,0.00,12.34,veh_passenger,899.74,715.04
84.19,307.05,veh8,241179293#3_0,91.84,0.00,7.47,veh_passenger,875.05,732.81
84.20,51.20,veh12,217102121_0,6.32,0.00,10.95,veh_passenger,1115.52,644.07
84.20,302.11,veh13,241179293#3_0,61.52,0.00,12.31,veh_passenger,899.63,715.11
84.20,307.05,veh8,241179293#3_0,91.92,0.00,7.46,veh_passenger,874.99,732.86
84.21,51.20,veh12,217102121_0,6.43,0.00,10.97,veh_passenger,1115.60,644.14
84.21,302.11,veh13,241179293#3_0,61.65,0.00,12.29,veh_passenger,899.53,715.17
84.21,307.05,veh8,241179293#3_0,91.99,0.00,7.43,veh_passenger,874.93,732.90
84.22,51.20,veh12,217102121_0,6.54,0.00,10.99,veh_passenger,1115.69,644.21
84.22,302.11,veh13,241179293#3_0,61.77,0.00,12.26,veh_passenger,899.43,715.24
84.22,307.05,veh8,241179293#3_0,92.06,0.00,7.39,veh_passenger,874.87,732.95
84.23,51.20,veh12,217102121_0,6.65,0.00,11.00,veh_passenger,1115.77,644.28
84.23,302.11,veh13,241179293#3_0,61.89,0.00,12.23,veh_passenger,899.32,715.30
84.23,307.05,veh8,241179293#3_0,92.14,0.00,7.37,veh_passenger,874.81,732.99
84.24,51.20,veh12,217102121_0,6.76,0.00,11.02,veh_passenger,1115.86,644.35
84.24,302.11,veh13,241179293#3_0,62.01,0.00,12.21,veh_passenger,899.22,715.37
84.24,307.05,veh8,241179293#3_0,92.21,0.00,7.34,veh_passenger,874.75,733.04
84.25,51.20,veh12,217102121_0,6.87,0.00,11.04,veh_passenger,1115.95,644.42
84.25,302.11,veh13,241179293#3_0,62.13,0.00,12.18,veh_passenger,899.12,715.43
84.25,307.05,veh8,241179293#3_0,92.28,0.00,7.32,veh_passenger,874.69,733.08
84.26,51.20,veh12,217102121_0,6.98,0.00,11.05,veh_passenger,1116.03,644.49
84.26,302.11,veh13,241179293#3_0,62.26,0.00,12.16,veh_passenger,899.01,715.50
84.26,307.05,veh8,241179293#3_0,92.36,0.00,7.28,veh_passenger,874.63,733.12
84.27,51.20,veh12,217102121_0,7.09,0.00,11.07,veh_passenger,1116.12,644.56
84.27,302.11,veh13,241179293#3_0,62.38,0.00,12.13,veh_passenger,898.91,715.56
84.27,307.05,veh8,241179293#3_0,92.43,0.00,7.26,veh_passenger,874.58,733.17
84.28,51.20,veh12,217102121_0,7.20,0.00,11.08,veh_passenger,1116.20,644.62
84.28,302.11,veh13,241179293#3_0,62.50,0.00,12.11,veh_passenger,898.81,715.63
84.28,307.05,veh8,241179293#3_0,92.50,0.00,7.22,veh_passenger,874.52,733.21
84.29,51.20,veh12,217102121_0,7.32,0.00,11.10,veh_passenger,1116.29,644.69
84.29,302.11,veh13,241179293#3_0,62.62,0.00,12.08,veh_passenger,898.70,715.69
84.29,307.05,veh8,241179293#3_0,92.57,0.00,7.20,veh_passenger,874.46,733.25
84.30,51.20,veh12,217102121_0,7.43,0.00,11.13,veh_passenger,1116.38,644.76
84.30,302.11,veh13,241179293#3_0,62.74,0.00,12.06,veh_passenger,898.60,715.76
84.30,307.05,veh8,241179293#3_0,92.64,0.00,7.17,veh_passenger,874.40,733.30
84.31,51.20,veh12,217102121_0,7.54,0.00,11.15,veh_passenger,1116.46,644.83
84.31,302.11,veh13,241179293#3_0,62.86,0.00,12.03,veh_passenger,898.50,715.82
84.31,307.05,veh8,241179293#3_0,92.72,0.00,7.14,veh_passenger,874.35,733.34
84.32,51.20,veh12,217102121_0,7.65,0.00,11.17,veh_passenger,1116.55,644.90
84.32,302.11,veh13,241179293#3_0,62.98,0.00,12.01,veh_passenger,898.40,715.88
84.32,307.05,veh8,241179293#3_0,92.79,0.00,7.12,veh_passenger,874.29,733.38
84.33,51.20,veh12,217102121_0,7.76,0.00,11.19,veh_passenger,1116.64,644.97
84.33,302.11,veh13,241179293#3_0,63.10,0.00,11.98,veh_passenger,898.30,715.95
84.33,307.05,veh8,241179293#3_0,92.86,0.00,7.08,veh_passenger,874.23,733.43
84.34,51.20,veh12,217102121_0,7.87,0.00,11.21,veh_passenger,1116.73,645.04
84.34,302.11,veh13,241179293#3_0,63.22,0.00,11.95,veh_passenger,898.20,716.01
84.34,307.05,veh8,241179293#3_0,92.93,0.00,7.06,veh_passenger,874.18,733.47
84.35,51.20,veh12,217102121_0,7.99,0.00,11.22,veh_passenger,1116.81,645.11
84.35,302.11,veh13,241179293#3_0,63.34,0.00,11.93,veh_passenger,898.09,716.07
84.35,307.05,veh8,241179293#3_0,93.00,0.00,7.03,veh_passenger,874.12,733.51
84.36,51.20,veh12,217102121_0,8.10,0.00,11.24,veh_passenger,1116.90,645.19
84.36,302.11,veh13,241179293#3_0,63.46,0.00,11.90,veh_passenger,897.99,716.14
84.36,307.05,veh8,241179293#3_0,93.07,0.00,7.00,veh_passenger,874.07,733.55
84.37,51.20,veh12,217102121_0,8.21,0.00,11.25,veh_passenger,1116.99,645.26
84.37,302.11,veh13,241179293#3_0,63.58,0.00,11.87,veh_passenger,897.89,716.20
84.37,307.05,veh8,241179293#3_0,93.14,0.00,6.98,veh_passenger,874.01,733.60
84.38,51.20,veh12,217102121_0,8.32,0.00,11.27,veh_passenger,1117.08,645.33
84.38,302.11,veh13,241179293#3_0,63.70,0.00,11.86,veh_passenger,897.79,716.26
84.38,307.05,veh8,241179293#3_0,93.21,0.00,6.94,veh_passenger,873.95,733.64
84.39,51.20,veh12,217102121_0,8.44,0.00,11.29,veh_passenger,1117.16,645.40
84.39,302.11,veh13,241179293#3_0,63.81,0.00,11.83,veh_passenger,897.69,716.33
84.39,307.05,veh8,241179293#3_0,93.28,0.00,6.93,veh_passenger,873.90,733.68
84.40,51.20,veh12,217102121_0,8.55,0.00,11.30,veh_passenger,1117.25,645.47
84.40,302.11,veh13,241179293#3_0,63.93,0.00,11.81,veh_passenger,897.59,716.39
84.40,307.05,veh8,241179293#3_0,93.35,0.00,6.90,veh_passenger,873.84,733.72
84.41,51.20,veh12,217102121_0,8.66,0.00,11.32,veh_passenger,1117.34,645.54
84.41,302.11,veh13,241179293#3_0,64.05,0.00,11.77,veh_passenger,897.49,716.45
84.41,307.05,veh8,241179293#3_0,93.42,0.00,6.87,veh_passenger,873.79,733.76
84.42,51.20,veh12,217102121_0,8.78,0.00,11.34,veh_passenger,1117.43,645.61
84.42,302.11,veh13,241179293#3_0,64.17,0.00,11.76,veh_passenger,897.39,716.51
84.42,307.05,veh8,241179293#3_0,93.48,0.00,6.84,veh_passenger,873.73,733.80
84.43,51.20,veh12,217102121_0,8.89,0.00,11.36,veh_passenger,1117.52,645.68
84.43,302.11,veh13,241179293#3_0,64.28,0.00,11.72,veh_passenger,897.29,716.58
84.43,307.05,veh8,241179293#3_0,93.55,0.00,6.81,veh_passenger,873.68,733.84
84.44,51.20,veh12,217102121_0,9.00,0.00,11.38,veh_passenger,1117.61,645.75
84.44,302.11,veh13,241179293#3_0,64.40,0.00,11.70,veh_passenger,897.20,716.64
84.44,307.05,veh8,241179293#3_0,93.62,0.00,6.78,veh_passenger,873.63,733.89
84.45,51.20,veh12,217102121_0,9.12,0.00,11.40,veh_passenger,1117.70,645.82
84.45,302.11,veh13,241179293#3_0,64.52,0.00,11.68,veh_passenger,897.10,716.70
84.45,307.05,veh8,241179293#3_0,93.69,0.00,6.76,veh_passenger,873.57,733.93
84.46,51.20,veh12,217102121_0,9.23,0.00,11.42,veh_passenger,1117.78,645.90
84.46,302.11,veh13,241179293#3_0,64.63,0.00,11.66,veh_passenger,897.00,716.76
84.46,307.05,veh8,241179293#3_0,93.75,0.00,6.74,veh_passenger,873.52,733.97
84.47,51.20,veh12,217102121_0,9.35,0.00,11.44,veh_passenger,1117.87,645.97
84.47,302.11,veh13,241179293#3_0,64.75,0.00,11.63,veh_passenger,896.90,716.82
84.47,307.05,veh8,241179293#3_0,93.82,0.00,6.71,veh_passenger,873.46,734.01
84.48,51.20,veh12,217102121_0,9.46,0.00,11.46,veh_passenger,1117.96,646.04
84.48,302.11,veh13,241179293#3_0,64.87,0.00,11.61,veh_passenger,896.80,716.89
84.48,307.05,veh8,241179293#3_0,93.89,0.00,6.67,veh_passenger,873.41,734.05
84.49,51.20,veh12,217102121_0,9.58,0.00,11.48,veh_passenger,1118.05,646.11
84.49,302.11,veh13,241179293#3_0,64.98,0.00,11.58,veh_passenger,896.70,716.95
84.49,307.05,veh8,241179293#3_0,93.95,0.00,6.65,veh_passenger,873.36,734.09
84.50,51.20,veh12,217102121_0,9.69,0.00,11.50,veh_passenger,1118.14,646.18
84.50,302.11,veh13,241179293#3_0,65.10,0.00,11.55,veh_passenger,896.60,717.01
84.50,307.05,veh8,241179293#3_0,94.02,0.00,6.62,veh_passenger,873.31,734.13
84.51,51.20,veh12,217102121_0,9.81,0.00,11.51,veh_passenger,1118.23,646.26
84.51,302.11,veh13,241179293#3_0,65.21,0.00,11.52,veh_passenger,896.51,717.07
84.51,307.05,veh8,241179293#3_0,94.09,0.00,6.60,veh_passenger,873.25,734.17
84.52,51.20,veh12,217102121_0,9.92,0.00,11.53,veh_passenger,1118.32,646.33
84.52,302.11,veh13,241179293#3_0,65.33,0.00,11.50,veh_passenger,896.41,717.13
84.52,307.05,veh8,241179293#3_0,94.15,0.00,6.57,veh_passenger,873.20,734.21
84.53,51.20,veh12,217102121_0,10.04,0.00,11.55,veh_passenger,1118.41,646.40
84.53,302.11,veh13,241179293#3_0,65.44,0.00,11.48,veh_passenger,896.31,717.19
84.53,307.05,veh8,241179293#3_0,94.22,0.00,6.54,veh_passenger,873.15,734.25
84.54,51.20,veh12,217102121_0,10.15,0.00,11.57,veh_passenger,1118.50,646.47
84.54,302.11,veh13,241179293#3_0,65.56,0.00,11.45,veh_passenger,896.22,717.25
84.54,307.05,veh8,241179293#3_0,94.28,0.00,6.52,veh_passenger,873.10,734.29
84.55,51.20,veh12,217102121_0,10.27,0.00,11.58,veh_passenger,1118.59,646.54
84.55,302.11,veh13,241179293#3_0,65.67,0.00,11.43,veh_passenger,896.12,717.31
84.55,307.05,veh8,241179293#3_0,94.35,0.00,6.49,veh_passenger,873.04,734.32
84.56,51.20,veh12,217102121_0,10.38,0.00,11.61,veh_passenger,1118.68,646.62
84.56,302.11,veh13,241179293#3_0,65.79,0.00,11.40,veh_passenger,896.02,717.37
84.56,307.05,veh8,241179293#3_0,94.41,0.00,6.46,veh_passenger,872.99,734.36
84.57,51.20,veh12,217102121_0,10.50,0.00,11.63,veh_passenger,1118.77,646.69
84.57,302.11,veh13,241179293#3_0,65.90,0.00,11.38,veh_passenger,895.93,717.44
84.57,307.05,veh8,241179293#3_0,94.48,0.00,6.43,veh_passenger,872.94,734.40
84.58,51.20,veh12,217102121_0,10.62,0.00,11.65,veh_passenger,1118.86,646.76
84.58,302.11,veh13,241179293#3_0,66.01,0.00,11.36,veh_passenger,895.83,717.50
84.58,307.05,veh8,241179293#3_0,94.54,0.00,6.41,veh_passenger,872.89,734.44
84.59,51.20,veh12,217102121_0,10.73,0.00,11.66,veh_passenger,1118.95,646.84
84.59,302.11,veh13,241179293#3_0,66.13,0.00,11.33,veh_passenger,895.73,717.56
84.59,307.05,veh8,241179293#3_0,94.61,0.00,6.38,veh_passenger,872.84,734.48
84.60,51.20,veh12,217102121_0,10.85,0.00,11.68,veh_passenger,1119.05,646.91
84.60,302.11,veh13,241179293#3_0,66.24,0.00,11.30,veh_passenger,895.64,717.62
84.60,307.05,veh8,241179293#3_0,94.67,0.00,6.36,veh_passenger,872.79,734.52
84.61,51.20,veh12,217102121_0,10.97,0.00,11.70,veh_passenger,1119.14,646.98
84.61,302.11,veh13,241179293#3_0,66.35,0.00,11.29,veh_passenger,895.54,717.68
84.61,307.05,veh8,241179293#3_0,94.73,0.00,6.33,veh_passenger,872.74,734.56
84.62,51.20,veh12,217102121_0,11.08,0.00,11.72,veh_passenger,1119.23,647.06
84.62,302.11,veh13,241179293#3_0,66.47,0.00,11.25,veh_passenger,895.45,717.74
84.62,307.05,veh8,241179293#3_0,94.80,0.00,6.31,veh_passenger,872.69,734.59
84.63,51.20,veh12,217102121_0,11.20,0.00,11.74,veh_passenger,1119.32,647.13
84.63,302.11,veh13,241179293#3_0,66.58,0.00,11.24,veh_passenger,895.35,717.80
84.63,307.05,veh8,241179293#3_0,94.86,0.00,6.27,veh_passenger,872.64,734.63
84.64,51.20,veh12,217102121_0,11.32,0.00,11.77,veh_passenger,1119.41,647.20
84.64,302.11,veh13,241179293#3_0,66.69,0.00,11.20,veh_passenger,895.26,717.85
84.64,307.05,veh8,241179293#3_0,94.92,0.00,6.25,veh_passenger,872.59,734.67
84.65,51.20,veh12,217102121_0,11.44,0.00,11.78,veh_passenger,1119.50,647.28
84.65,302.11,veh13,241179293#3_0,66.80,0.00,11.18,veh_passenger,895.16,717.91
84.65,307.05,veh8,241179293#3_0,94.98,0.00,6.23,veh_passenger,872.54,734.71
84.66,51.20,veh12,217102121_0,11.56,0.00,11.80,veh_passenger,1119.60,647.35
84.66,302.11,veh13,241179293#3_0,66.91,0.00,11.16,veh_passenger,895.07,717.97
